alpha,a,b,c,phi1,PHI,phi2,volume,phaseID
34.402443,9.504418,8.5888405,9.504418,146.12757413702323,109.46350047546768,346.3910367363322,3249.932,1
144.50124,3.3412163,1.8681146,3.3412163,1.7496927721128666,52.29874472270109,204.29692811227125,87.35773,1
2.172043,1.1942743,0.46469358,1.1942743,270.7676560699223,94.56078513608477,17.830658994893785,2.776281,1
101.869446,0.78273237,0.9385045,0.78273237,334.8540212693828,107.87276776661605,132.96411203425725,2.4085274,1
1.5053148,7.826983,2.969385,7.826983,38.99849666357719,129.0587688068544,294.15185826518956,761.9806,1
125.36688,2.3085263,2.3929634,2.3085263,68.76139621104363,43.75945874755038,15.592120160127864,53.41882,1
161.38658,3.0846033,1.9201312,3.0846033,109.03815541428062,35.38493114845104,51.49952275119607,76.52761,1
23.438698,0.95267504,0.41915077,0.95267504,147.41391061330592,137.70882521340326,341.2247496942744,1.5934868,1
0.8736953,10.18858,3.833284,10.18858,159.057115199933,74.23245184907134,132.03575477210825,1666.813,1
3.1770868,9.451825,1.5396942,9.451825,184.28177882429972,46.29165907208399,160.53700419358975,576.17505,1
113.279816,4.601913,4.835459,4.601913,158.2562297189458,107.33148340993557,321.154831661387,428.94656,1
46.037773,3.0540717,3.3750741,3.0540717,53.55717514154547,132.41804262021208,314.6522559872725,131.86526,1
30.11519,4.479902,2.7887037,4.479902,41.95730577299381,41.21665979241521,23.96832505128795,234.43799,1
139.32149,1.0305556,0.7909582,1.0305556,352.94155515230193,106.00668399338167,32.92434057873208,3.5187228,1
176.66579,1.1220431,0.60279113,1.1220431,214.6176004300718,120.88987609563381,326.1615170973776,3.1788836,1
166.90633,6.3373213,4.375527,6.3373213,144.97178727633818,133.76990824424755,155.9592429575242,736.0892,1
4.906036,1.3098955,0.74586546,1.3098955,334.0068589063876,88.86847541468516,290.58120170523716,5.3607116,1
109.84849,0.41185603,1.1747173,0.41185603,52.485909666643124,83.80630700959125,108.60181381259027,0.8346662,1
178.01898,2.053344,0.88006437,2.053344,251.96188202640593,56.24864989673545,202.61902172172822,15.542702,1
0.13563374,7.4897394,2.6565661,7.4897394,155.02183064851707,157.35716503218728,207.9286282584832,624.2271,1
68.49254,1.0339489,2.1896918,1.0339489,39.79266578171882,40.57419588042051,291.57931274587344,9.8055,1
7.21558,1.0642467,0.8239951,1.0642467,26.746866537912236,66.81380892477813,97.39273736489872,3.9092896,1
0.7231541,11.521245,1.8632888,11.521245,194.21731944331174,127.21124914852653,235.4518447335428,1036.0187,1
8.822477,1.1238822,0.45653006,1.1238822,138.0215408725602,106.5761437629529,51.87265466819115,2.4154584,1
52.346085,1.0518516,1.2650884,1.0518516,355.91891959954967,71.66950127261931,199.33458252167839,5.862981,1
135.45215,0.7997764,0.64215475,0.7997764,301.5321473945854,142.39329922055765,305.7778108424721,1.7205427,1
1.2817346,3.47515,2.2581728,3.47515,236.45818965723282,71.01926923994088,341.3686687351877,114.23335,1
99.29648,1.6703553,2.0357382,1.6703553,147.33569220193374,50.71882365598696,47.69476236319236,23.791853,1
178.67883,9.411977,1.9605151,9.411977,255.7690732077074,11.607285331406233,79.19779861899785,727.4791,1
166.95187,1.001255,0.5077307,1.001255,281.75057332209497,151.2861288501535,44.05569116982011,2.1321192,1
155.12471,5.8559937,2.3690805,5.8559937,200.0661306626746,122.62545017243579,86.19151256131101,340.30603,1
35.431118,1.0989377,0.9189872,1.0989377,266.10450088484725,102.96506946476556,257.343280897331,4.6488366,1
64.6599,2.4159625,4.555849,2.4159625,352.6031714667757,77.34056182505516,108.44950225143667,111.38798,1
14.41142,1.5514472,1.4042435,1.5514472,186.40726696459254,32.064558685417595,318.49661292048177,14.1581,1
178.5791,11.459755,3.9917722,11.459755,119.12408235156981,50.71158972915923,230.69600525200374,2195.8618,1
26.013304,1.631056,1.2143638,1.631056,49.96988041546823,101.66484722732369,335.046780436813,13.532411,1
156.01895,1.4854032,0.62023413,1.4854032,224.44473763297614,27.54471022319694,301.44419079133564,5.7323537,1
163.46393,1.0620991,0.5049786,1.0620991,135.88681347130864,155.85854553248987,122.76487605607853,2.3861165,1
68.17455,3.2689054,5.5154986,3.2689054,241.95848121731532,140.62522591225178,34.666418559849504,246.87558,1
2.9281445,2.4840658,0.7886622,2.4840658,5.1261898187672585,49.34829233362147,100.68497496967557,20.384771,1
176.98006,2.3650157,0.37322527,2.3650157,5.179422512558585,93.12272971418828,10.669731263038226,8.744354,1
21.461975,5.772411,5.297172,5.772411,33.47785547444713,130.1826902161791,35.65036700026729,739.34503,1
