alpha,a,b,c,phi1,PHI,phi2,volume,phaseID
34.402443,9.504418,8.5888405,9.504418,38.63696250334595,73.57572416564095,58.474756546392086,3249.932,1
144.50124,3.3412163,1.8681146,3.3412163,313.76061951121005,105.34069194786798,122.51064737663363,87.35773,1
2.172043,1.1942743,0.46469358,1.1942743,286.2949917059038,128.6293185687562,285.45123064516116,2.776281,1
101.869446,0.78273237,0.9385045,0.78273237,349.7394987688075,104.52725217006737,268.7146268504261,2.4085274,1
1.5053148,7.826983,2.969385,7.826983,203.35431109247293,124.47200399346681,317.08988983399934,761.9806,1
125.36688,2.3085263,2.3929634,2.3085263,320.37102289261634,122.56581312629153,199.64736539230478,53.41882,1
161.38658,3.0846033,1.9201312,3.0846033,16.479247076817764,57.86412740180428,84.99385018559207,76.52761,1
23.438698,0.95267504,0.41915077,0.95267504,25.665806871759592,111.60952752922432,204.54130395550928,1.5934868,1
0.8736953,10.18858,3.833284,10.18858,321.6506449184222,68.79911434834723,73.59508003833156,1666.813,1
3.1770868,9.451825,1.5396942,9.451825,295.38384950475813,35.13964724941791,92.181929779759,576.17505,1
113.279816,4.601913,4.835459,4.601913,289.0650222079678,57.226996065848745,221.7529074496026,428.94656,1
46.037773,3.0540717,3.3750741,3.0540717,33.41345646375175,150.63861201640097,219.52144108174448,131.86526,1
30.11519,4.479902,2.7887037,4.479902,194.30350454028323,22.923661673132827,300.3833825138769,234.43799,1
139.32149,1.0305556,0.7909582,1.0305556,194.75531378293934,67.84910925612776,120.09665382595566,3.5187228,1
176.66579,1.1220431,0.60279113,1.1220431,354.1840708858073,35.63751889235607,88.70614401861403,3.1788836,1
166.90633,6.3373213,4.375527,6.3373213,2.5721370605693115,28.798936547765273,296.65545155490497,736.0892,1
4.906036,1.3098955,0.74586546,1.3098955,358.57048300554175,46.528277406902205,47.10413212215554,5.3607116,1
109.84849,0.41185603,1.1747173,0.41185603,5.352849395614352,95.55517232333888,104.01078465463664,0.8346662,1
178.01898,2.053344,0.88006437,2.053344,92.2742056890808,156.28543891902035,208.5339055042108,15.542702,1
0.13563374,7.4897394,2.6565661,7.4897394,100.82483365148191,97.04427629587559,88.62073068462601,624.2271,1
68.49254,1.0339489,2.1896918,1.0339489,80.4581270464779,104.36545675474376,60.379951427077,9.8055,1
7.21558,1.0642467,0.8239951,1.0642467,22.995405731542768,52.534703274035415,61.16153599065488,3.9092896,1
0.7231541,11.521245,1.8632888,11.521245,288.85328971058027,17.967846842697867,186.64445637695513,1036.0187,1
8.822477,1.1238822,0.45653006,1.1238822,137.87436699945317,105.23627058698699,201.0177074975609,2.4154584,1
52.346085,1.0518516,1.2650884,1.0518516,256.1968906033902,71.57120396403829,108.81158502431899,5.862981,1
135.45215,0.7997764,0.64215475,0.7997764,18.733872482357327,92.06263575728757,214.7772778429959,1.7205427,1
1.2817346,3.47515,2.2581728,3.47515,197.3754838913688,63.00443210636167,117.61929610030391,114.23335,1
99.29648,1.6703553,2.0357382,1.6703553,187.7812100434105,123.83856089748474,44.22915223203888,23.791853,1
178.67883,9.411977,1.9605151,9.411977,233.9659450545525,163.80182197998764,193.63822646509539,727.4791,1
166.95187,1.001255,0.5077307,1.001255,54.79729954820268,103.80645245612088,224.8226082225103,2.1321192,1
155.12471,5.8559937,2.3690805,5.8559937,82.83495986093125,128.23392298533625,353.5005673558086,340.30603,1
35.431118,1.0989377,0.9189872,1.0989377,102.07542234011572,40.35922049784576,250.6042431106382,4.6488366,1
64.6599,2.4159625,4.555849,2.4159625,50.25961533788217,39.12609922592091,181.2357057009241,111.38798,1
14.41142,1.5514472,1.4042435,1.5514472,10.693196734013261,68.71882892889032,92.71231425169843,14.1581,1
178.5791,11.459755,3.9917722,11.459755,130.31468230597716,55.02828155406485,335.49370535960037,2195.8618,1
26.013304,1.631056,1.2143638,1.631056,294.3821247800696,80.47034577703847,129.1061044390025,13.532411,1
156.01895,1.4854032,0.62023413,1.4854032,74.51419025167584,64.94057959313879,217.23142869118226,5.7323537,1
163.46393,1.0620991,0.5049786,1.0620991,193.48738578073144,118.72641693408491,353.95048404170035,2.3861165,1
68.17455,3.2689054,5.5154986,3.2689054,301.62905428568797,47.87254681309471,302.40804528959745,246.87558,1
2.9281445,2.4840658,0.7886622,2.4840658,260.3091483664509,39.450509640213696,270.0400453630478,20.384771,1
176.98006,2.3650157,0.37322527,2.3650157,121.31937367216698,64.08368498897428,147.15256916425375,8.744354,1
21.461975,5.772411,5.297172,5.772411,153.26046911413454,51.14448381048474,46.90061602856523,739.34503,1
100.23468,0.5602203,0.6507506,0.5602203,10.10303702304957,24.35813536039614,128.82418668979525,0.85550165,1
0.7182942,2.3962727,1.4512892,2.3962727,182.12194347220122,111.03241148339883,193.0425425062775,34.907204,1
73.11188,0.97585744,1.7722476,0.97585744,8.648820172032167,98.46231845452556,240.59943987389983,7.0694523,1
138.63533,3.968175,2.2257185,3.968175,129.18236623549961,65.07244061135066,294.68882070847235,146.80489,1
138.45369,2.1539783,1.5687459,2.1539783,244.97850186729684,109.79440185621722,209.30226057414924,30.487646,1
23.279541,1.864429,1.0703893,1.864429,25.708584430154062,92.06158988192435,36.29824510141255,15.5855465,1
153.19717,3.357682,2.7154155,3.357682,329.75015321672964,139.14574587744238,316.95499898283487,128.23425,1
17.858606,4.7304106,2.258804,4.7304106,268.39162571189354,105.56641170386435,118.82378635925889,211.72144,1
177.83807,2.5101497,0.97261184,2.5101497,205.54189400957566,55.02378329173878,85.23465358625691,25.670094,1
175.68286,8.336992,5.9021516,8.336992,337.05692815677355,109.78617502192238,156.03012772669845,1718.3744,1
179.05405,3.6791484,1.9052374,3.6791484,305.0566737830614,73.45919894764708,268.90473930173874,108.02701,1
28.146032,11.435157,3.44665,11.435157,163.35960813451595,75.59844181428349,96.92006274204043,1887.8612,1
133.3872,0.5356159,0.85221845,0.5356159,197.44739746635585,134.4404032468737,191.67161112103057,1.0241097,1
174.45403,7.815299,2.5255072,7.815299,339.2754131750386,58.29204005241003,356.4354504375241,646.1427,1
179.4142,7.8892946,2.9617972,7.8892946,36.462451786090654,40.23571779309143,187.8247791232017,772.18304,1
146.06728,3.910174,1.2128919,3.910174,134.75653039697698,30.885952522763674,222.72053276576077,77.67886,1
62.94503,1.1745468,1.9320576,1.1745468,144.68742511614462,145.9775205695391,298.583683529568,11.16476,1
42.152596,2.1940663,0.9843948,2.1940663,55.455683733917645,91.29077173758682,119.62919698970907,19.84986,1
40.862152,1.0507826,0.94676375,1.0507826,162.59707898134073,103.33846537415468,195.74033622378323,4.3788085,1
128.37674,1.425744,2.0790493,1.425744,129.2035958688041,98.56899917287404,121.22405018243127,17.702578,1
171.28987,0.7895343,0.5860123,0.7895343,66.65395191923868,89.08918537773737,169.39370125342745,1.5301617,1
177.51942,1.293928,0.6480996,1.293928,150.17521087582233,80.30724526481458,319.035623748631,4.545175,1
1.5008518,8.448997,3.543249,8.448997,84.09624655712899,44.51396210657123,70.34113320423742,1059.499,1
141.19833,6.4477186,2.8796651,6.4477186,185.42188632120792,32.230330394849474,70.93331230532304,501.46744,1
8.701273,2.1144104,0.51397216,2.1144104,291.16035988921556,68.09156584970127,102.41873506396453,9.625134,1
145.32687,1.6673942,1.1777203,1.6673942,9.674299097827499,76.45280636568582,162.51408658573854,13.7153635,1
174.9376,11.86853,3.7541566,11.86853,111.26200713039229,167.54891091448565,55.70248069657477,2215.1082,1
1.5489742,8.907378,2.6372445,8.907378,251.06387064448052,126.9009112961996,130.7600486247578,876.47345,1
71.36963,0.7035138,1.4779298,0.7035138,345.43418224751184,120.34425677703537,2.4898141202979107,3.0639925,1
122.02429,0.5088231,0.8742237,0.5088231,323.2647204129789,120.61276075146041,140.28823236241175,0.94807976,1
12.113977,6.3148303,5.5179496,6.3148303,319.5782298185563,131.0799050615719,249.56343650730997,921.70026,1
24.438549,1.0991738,0.35412368,1.0991738,133.1666695436467,137.64526622962222,252.4143111526737,1.7921581,1
179.2465,3.3338065,0.8582649,3.3338065,127.05348118517345,69.17042941821103,115.9937603376834,39.95681,1
0.5780469,3.257159,1.8304899,3.257159,0.2581720167419159,139.73460051892866,350.3977818643514,81.34556,1
6.34771,2.158451,0.94811004,2.158451,69.41156099718239,14.33224253163784,341.6684215170145,18.502558,1
139.04918,0.9305426,0.5077051,0.9305426,182.36016658661677,120.2327408650473,264.5013835388627,1.841504,1
169.52585,2.102771,0.88031095,2.102771,146.48338997471885,62.09406463314448,8.890301640744184,16.304546,1
168.28215,13.3655205,5.588981,13.3655205,123.0162866539359,66.29968022439483,195.4382878846108,4182.087,1
3.5732925,2.7963717,0.909173,2.7963717,59.44836072919373,91.57090343962741,309.7274659308714,29.780018,1
175.93814,4.352186,1.4586587,4.352186,172.47238594472017,104.30537726747541,316.2917913497123,115.73302,1
94.92156,1.5790372,1.8169649,1.5790372,2.5239576757762654,125.22913904051701,356.2950981615751,18.976665,1
169.32126,3.6486454,2.6787496,3.6486454,338.3835963984133,115.92801273258618,334.3535899436188,149.3771,1
1.1655405,6.092865,2.5797136,6.092865,165.90457787260203,86.47267370020087,331.16036525719545,401.14673,1
65.63569,0.6821587,1.6428648,0.6821587,47.60852829507483,147.18855691394046,52.55999177915616,3.2022948,1
6.4704537,2.4986262,0.49004892,2.4986262,225.90534993139565,100.69284953506073,263.4004986807658,12.815355,1
2.5044363,3.0242035,1.9147304,3.0242035,313.11897002718325,105.55087573332344,82.94782893274675,73.35307,1
2.8455572,1.3792119,1.1242648,1.3792119,213.25718882950397,38.219690081029505,116.97470924716441,8.958169,1
1.2448503,4.015849,1.5548682,4.015849,171.81372620798496,25.46266474368516,309.5749322049138,105.03571,1
99.3787,0.9861225,1.1831145,0.9861225,24.931704832301744,95.01954164853201,229.410762472426,4.8192244,1
140.411,1.4849378,1.0074682,1.4849378,180.69876734131637,96.60388894520975,308.0293416340171,9.305431,1
6.7175345,2.7370524,1.0317651,2.7370524,19.69164309139113,126.0509355749889,126.80598073090124,32.376934,1
59.81468,0.98787063,1.4105837,0.98787063,136.71361180928207,111.01710846729061,217.43328513319932,5.7661724,1
165.91335,7.0562572,2.2709565,7.0562572,286.14446216090704,98.90592337860444,317.6773243627507,473.6377,1
4.4209933,11.262948,3.9959006,11.262948,85.08710525003774,132.28030997808736,172.94626033908395,2123.2808,1
2.3236034,3.1330593,1.4616882,3.1330593,209.78127724989392,40.270518820283236,16.425765631366772,60.100845,1
153.95564,2.017269,0.99130213,2.017269,4.758659954486256,108.02487983823387,265.644110670702,16.897493,1
136.83342,0.9070097,0.5672804,0.9070097,256.8009911693339,77.09668705716726,78.98008867105169,1.9548358,1
155.3152,0.8872164,0.37742275,0.8872164,130.16800295440504,94.22568413954552,296.04841016261315,1.2444453,1
165.35002,1.6255549,0.8988559,1.6255549,295.44892110494135,152.591541744912,166.28335680328834,9.949059,1
139.81375,1.8768938,1.2110724,1.8768938,159.06402254764453,98.94608050880373,81.69020049749815,17.870558,1
11.51715,1.7529821,1.2029033,1.7529821,140.5068677872397,95.52801287573523,149.05837139412716,15.483684,1
10.224129,1.3558022,0.65561503,1.3558022,184.10527814198954,151.83176908568038,250.57619947565377,5.048126,1
169.95377,2.0535164,0.9262263,2.0535164,63.101086459616106,132.67910739989773,314.0603817421917,16.360708,1
24.884111,2.6407223,1.4270688,2.6407223,225.89930836586805,146.3207476527502,141.84997586657747,41.68492,1
36.387417,0.76918334,0.44035226,0.76918334,57.95293042133682,97.45426673594581,3.170486259538012,1.0913111,1
48.94,0.49952736,0.819784,0.49952736,61.95363901076659,82.26054510213955,44.900082598004744,0.85685354,1
143.01576,3.042047,2.4640434,3.042047,60.84247838542894,73.03017432829147,23.26358706475506,95.51439,1
13.768573,0.9040389,0.5900641,0.9040389,190.61876522981902,23.268631434980804,266.3838403633791,2.0200498,1
175.92702,1.9785943,0.6628895,1.9785943,69.46606590799824,104.2139688154545,125.98925283136391,10.870344,1
57.469418,2.467072,6.2749877,2.467072,0.9828048719004091,102.59282309198555,212.6334722558943,159.97981,1
7.0550666,9.666165,3.7700624,9.666165,24.008635835612182,39.586146016230735,28.083109002736265,1475.5219,1
0.670365,12.855361,3.488013,12.855361,143.6078301236107,166.9077064968286,146.38272497626562,2414.5447,1
177.02159,0.85425496,0.3817756,0.85425496,7.853743035192072,40.040041854720435,62.807325866826254,1.1670026,1
123.49443,1.8563018,3.5049207,1.8563018,253.00611510819093,64.21247932313098,77.3240220764615,50.58992,1
176.04576,7.9315047,5.6204925,7.9315047,268.99864652452203,146.25058085652478,34.58077324263019,1481.0652,1
104.37673,1.7529687,3.1996284,1.7529687,281.33506799874596,89.37753769827054,216.21989767982433,41.184753,1
2.9061995,4.8768516,2.6939614,4.8768516,330.32699784459766,116.18503173626121,332.62746253195047,268.3855,1
141.24883,1.6374948,0.93599695,1.6374948,285.7998470202586,65.01208226235724,81.7092906712755,10.512909,1
102.31933,0.83473283,1.7748777,0.83473283,186.93069462819838,129.65919427230486,68.31939418946604,5.1802654,1
30.582039,1.6837436,1.4226717,1.6837436,233.57940500492663,34.370494087108355,196.7727145130671,16.894495,1
151.90985,2.3698356,1.9904109,2.3698356,319.59736322664617,141.3536123137313,211.22395907005748,46.823925,1
24.548027,1.7284095,1.0461247,1.7284095,322.05126617335424,151.60174405323778,158.85937889025132,13.090775,1
178.46202,4.693198,1.7504452,4.693198,173.3523258994202,135.29364456866764,7.813913082569572,161.5009,1
0.6409852,8.273694,3.1985755,8.273694,26.0074824354926,15.85203554013323,135.08200622045337,917.15796,1
177.80684,2.6172562,1.0980513,2.6172562,182.4636483716595,169.0526453886332,246.63773877234422,31.50676,1
149.87973,0.65879065,0.5436098,0.65879065,324.74597667754756,55.35404515278738,35.913311479116686,0.98825896,1
165.16081,4.880847,2.762851,4.880847,35.40079648823896,121.1754893009829,51.993464467545806,275.69983,1
120.80345,1.0785261,2.216375,1.0785261,316.267759078062,117.85215174301241,243.49837851442197,10.79924,1
80.852646,2.1109369,6.718738,2.1109369,45.02916304027839,111.3237944009649,237.77963524128137,125.408455,1
122.339,4.030245,5.7930727,4.030245,353.36590310227547,68.76779707586479,198.99510195167923,394.14905,1
68.50766,1.877149,3.5696554,1.877149,202.34880472223287,56.160830659873035,353.42482921506996,52.688084,1
48.201756,2.7324104,2.9227083,2.7324104,41.320176860234675,147.861932632285,309.93319672584437,91.40417,1
6.6857033,3.9480126,2.9171124,3.9480126,166.51428199999702,91.02805088886952,219.2566245200979,190.45784,1
0.64176303,12.632559,3.51083,12.632559,213.22867959479754,167.29302550279917,239.15572955463986,2346.827,1
178.81578,6.4214745,1.61805,6.4214745,239.67943255641413,114.70535404157005,81.04039848570882,279.47958,1
1.981131,2.7297044,0.9881949,2.7297044,253.42590433621072,77.9392818101629,10.346332985529646,30.843416,1
168.79938,0.7221993,0.5055707,0.7221993,61.49627291383226,116.42395115538176,5.069264341188,1.1045482,1
11.069909,1.1399175,0.5128634,1.1399175,13.036400372316745,71.78380188594386,329.40519108791227,2.791497,1
170.22127,7.43114,4.0603833,7.43114,218.78167312208168,121.29342440416518,63.12857138833462,939.21826,1
8.551584,2.1464078,0.74720883,2.1464078,52.10160184692404,135.6232098006857,343.85296505236244,14.419662,1
178.52432,1.6975361,0.6152366,1.6975361,93.65012294413076,87.00345953808039,92.87867172592367,7.426237,1
156.31671,3.1800191,2.3431463,3.1800191,323.0668318187484,91.77156921561283,119.59043541569817,99.25388,1
167.06302,3.1375139,2.4445472,3.1375139,189.28874908600193,73.28019729598985,92.4842214532301,100.79949,1
9.005708,2.9657214,1.1859972,2.9657214,149.34067845569072,52.68540506110713,318.6802353978238,43.695126,1
1.9999592,2.124326,1.1613421,2.124326,314.46166865022775,61.445881123762184,75.89130022258868,21.952862,1
9.719593,3.7220771,2.791993,3.7220771,357.80911595352876,109.89892575282246,102.87491031589154,162.02188,1
110.70093,0.67910725,0.74586844,0.67910725,151.83604390320113,15.971782201718062,137.13110839822508,1.4408792,1
8.844181,0.9483248,0.8459911,0.9483248,89.62687445238576,103.61285658697331,283.95821331698187,3.186901,1
47.468227,0.6342891,0.7840237,0.6342891,256.92249169483324,110.15618604490336,9.204796152747997,1.3212723,1
65.03961,1.6032829,2.7852337,1.6032829,119.99642193886568,162.85348595703846,79.67368094494485,29.989597,1
55.34414,2.0702868,4.1967263,2.0702868,252.68667682774236,3.864987646949384,131.43405361904433,75.34601,1
0.6205046,3.4156349,1.7313236,3.4156349,177.39161437511405,51.165432372981925,316.565587024139,84.607666,1
13.247113,1.4402477,0.5803911,1.4402477,313.01218074064155,32.12466637094135,100.36062989370927,5.042939,1
0.7263995,6.307937,1.939348,6.307937,256.60270087933617,82.64738086781115,90.4597185186826,323.23553,1
177.44067,0.97422457,0.48754737,0.97422457,70.93348122971597,18.98702995873979,339.5705423435482,1.9383116,1
173.59941,1.0676279,0.7372006,1.0676279,94.3757749402637,147.3280075036102,77.7387879916413,3.5197687,1
176.40675,3.0934658,1.5927256,3.0934658,344.3562203150812,58.71225181124698,196.56764173729962,63.84402,1
0.62785363,7.089378,2.1248543,7.089378,88.78672708322517,118.76836587994258,279.16073918909495,447.33618,1
134.79015,0.59153926,0.99386746,0.59153926,64.48314573783433,166.25145349609102,357.03343606703544,1.4567474,1
133.51398,4.3232865,7.9265785,4.3232865,175.22372924642582,81.12478159315796,176.74326803266212,620.5866,1
174.38255,2.2559135,0.9356021,2.2559135,31.238223060172928,95.21807614898691,187.03797284961684,19.94457,1
10.622663,1.5191364,0.32917672,1.5191364,251.67142209395794,91.04921612115994,301.07154603636434,3.1820817,1
4.529012,2.9249477,1.9737525,2.9249477,60.03092447077963,66.37209707827508,193.80373289300863,70.73226,1
129.86127,0.61678344,0.99455434,0.61678344,152.7817658612428,138.72801583552973,125.82081974079311,1.5848294,1
160.82974,7.3566875,4.255898,7.3566875,255.95559383738026,54.403892651958344,102.95061548185707,964.8159,1
2.4214466,3.919527,2.16947,3.919527,160.0445785457518,93.02001652875667,290.7460931811041,139.60777,1
3.1431475,11.088445,4.3178587,11.088445,114.87965560394198,147.39162390490318,206.8784071243289,2223.8132,1
145.62636,2.751488,2.1051223,2.751488,108.64866574626112,67.70766306801643,198.02557194061623,66.757675,1
29.74431,1.9296334,0.42331716,1.9296334,27.890488192616093,95.93989246174027,39.60904775731355,6.602434,1
47.55361,0.67761815,1.2780339,0.67761815,259.6308841097096,125.56435201863447,333.4094238145872,2.4581084,1
7.3231807,1.1510606,0.38739145,1.1510606,10.377405748796342,148.0471181496681,51.89771944610312,2.149983,1
167.18849,0.7453795,0.4687441,0.7453795,126.1104170618971,56.794149145586424,307.87666236023375,1.0908859,1
