alpha,a,b,c,phi1,PHI,phi2,volume,old_gid,phaseID
113.1756820678711,2.2581629753112793,3.0227837562561035,2.2581629753112793,260.22453797705344,86.83335493980866,281.3864869576744,64.56635284423828,640,2
164.43235778808594,2.357936143875122,1.4481827020645142,2.357936143875122,133.018946420994,28.59645704121681,185.23045888167167,33.726871490478516,1488,2
105.84025573730469,0.8692823052406311,1.5225297212600708,0.8692823052406311,54.17597985354478,165.0161419879932,123.64494571581152,4.819212436676025,617,2
166.4371795654297,1.3476828336715698,1.1479166746139526,1.3476828336715698,237.49813966166965,48.79972434700428,128.65739275593342,8.733219146728516,2308,2
1.1689236164093018,1.5901235342025757,1.1746145486831665,1.5901235342025757,48.14639658308785,108.69999059174246,281.55350558319844,12.440726280212402,1545,2
174.8574981689453,2.608140707015991,1.882344126701355,2.608140707015991,135.56616132393196,83.13808502157825,221.93331157326503,53.635169982910156,322,2
85.5676498413086,0.5183826088905334,0.6562147736549377,0.5183826088905334,146.68066533405454,164.40432378261718,256.4367452683655,0.738644540309906,758,2
2.6635563373565674,1.175999402999878,0.9236565232276917,1.175999402999878,262.2211205474705,110.8126270918464,244.99551204905606,5.350733757019043,2319,2
82.66339874267578,0.5854407548904419,0.7154812812805176,0.5854407548904419,227.53394027201693,50.60915937699579,290.09928227229796,1.0271947383880615,2387,2
10.781757354736328,2.053367853164673,0.6953285932540894,2.053367853164673,228.06739471683326,163.23440285381687,193.86414012618246,12.280391693115234,749,2
154.05996704101562,1.8211355209350586,1.018105387687683,1.8211355209350586,251.94416963973893,22.138616181732775,188.94290750297282,14.143793106079102,951,2
2.8119559288024902,1.1812852621078491,0.6461992263793945,1.1812852621078491,195.03569967313547,32.776876593682886,295.4585606320992,3.777153491973877,1581,2
164.74241638183594,0.8263445496559143,0.5474098324775696,0.8263445496559143,202.58990397942168,60.38220259367313,126.61097107445677,1.5657540559768677,1230,2
9.91882038116455,2.6908628940582275,2.182908296585083,2.6908628940582275,16.070907916367858,35.88413475121868,256.3942297781529,66.20751190185547,382,2
125.74739074707031,0.6825237274169922,0.8658533692359924,0.6825237274169922,267.78832643022065,48.361643899749474,285.2819510576103,1.6895400285720825,1290,2
177.4043731689453,1.9861481189727783,1.0355446338653564,1.9861481189727783,198.25867626317967,57.37570681388197,285.3408122856458,17.111209869384766,465,2
176.95118713378906,2.9212663173675537,1.3726142644882202,2.9212663173675537,249.4752338480455,144.71399800913107,202.6576088941656,49.065860748291016,2292,2
128.98678588867188,2.664567232131958,4.597164630889893,2.664567232131958,126.28838475488321,135.21525523014745,124.05616340258175,136.72000122070312,333,2
1.8804893493652344,5.001927852630615,3.1624083518981934,5.001927852630615,56.584533632168764,107.61858140616633,67.43255120366145,331.42205810546875,261,2
177.62646484375,3.2610626220703125,1.7296117544174194,3.2610626220703125,148.14840925136363,32.88930786646406,100.60524979112874,77.04696655273438,630,2
5.793625354766846,1.2561737298965454,0.8094828128814697,1.2561737298965454,44.39072289769023,49.715539802392016,74.5294942125166,5.350516319274902,2272,2
105.32252502441406,0.5385574698448181,0.7592178583145142,0.5385574698448181,343.12304644117535,38.08697645936657,53.8465308502142,0.9223996996879578,1901,2
161.9846954345703,1.4422204494476318,1.0178035497665405,1.4422204494476318,216.1623108261644,164.0157223896318,5.378370489476139,8.867799758911133,1380,2
53.008705139160156,0.8433504700660706,1.3779256343841553,0.8433504700660706,280.49360167852313,105.27990176267662,103.54941894119443,4.105164527893066,1967,2
141.1922607421875,1.121869683265686,0.9067121148109436,1.121869683265686,295.06412310043225,35.16498332922576,281.97971421082354,4.78016471862793,898,2
176.61575317382812,1.786712646484375,0.9141606092453003,1.786712646484375,135.92537704597936,133.69406774838362,301.2834089916412,12.224203109741211,397,2
167.318603515625,2.2713918685913086,1.7432522773742676,2.2713918685913086,260.4344877501595,71.55799143937084,111.14147460602888,37.673240661621094,1739,2
30.11494255065918,1.4306838512420654,0.7286571264266968,1.4306838512420654,260.58388881918006,38.66828203015851,146.99191164355761,6.2473978996276855,1980,2
65.31604766845703,0.6183345913887024,0.7569013237953186,0.6183345913887024,247.6012269063422,71.67177220277041,306.7410299040523,1.2122019529342651,2318,2
63.597354888916016,0.5917937159538269,0.77903813123703,0.5917937159538269,301.7521841583834,83.68969908792577,2.52085963343384,1.1428468227386475,688,2
177.47523498535156,1.1548317670822144,0.6422600150108337,1.1548317670822144,108.45109442399222,13.930196964824598,13.100836004298912,3.587871789932251,14,2
161.77496337890625,2.500411033630371,1.5157898664474487,2.500411033630371,139.9566016411196,95.81444721015129,118.68168067161592,39.69633865356445,1070,2
29.441499710083008,0.8549355864524841,0.6986392736434937,0.8549355864524841,134.65342324523442,85.34862684027507,312.1682846984426,2.138988494873047,2371,2
177.66775512695312,4.360877513885498,2.439453601837158,4.360877513885498,233.19532724736706,63.39193770872062,120.46042844623709,194.32513427734375,2321,2
10.780903816223145,2.251192092895508,1.4995315074920654,2.251192092895508,349.7915218902975,19.6442754444476,346.4142384565627,31.832395553588867,2370,2
141.97573852539062,1.0119774341583252,0.5212099552154541,1.0119774341583252,152.28685745468073,86.77826544834703,94.51241749134361,2.235851526260376,1789,2
1.5782132148742676,9.296717643737793,4.103919982910156,9.296717643737793,184.91835901872494,64.68126941500182,352.07762472340335,1485.753662109375,2146,2
167.5743865966797,1.2373464107513428,0.827914297580719,1.2373464107513428,271.38213384242226,150.48560118868775,290.91268209646614,5.309536457061768,2217,2
28.758472442626953,1.0206453800201416,0.7979921698570251,1.0206453800201416,145.8903944048162,78.87705813157415,228.1898560180346,3.4820659160614014,785,2
157.3595428466797,0.9024076461791992,0.7767529487609863,0.9024076461791992,267.0290907572198,139.44229887281878,185.94151314950545,2.649580240249634,1450,2
0.7226522564888,2.9291820526123047,1.1552668809890747,2.9291820526123047,69.78271057786206,128.81844487817256,234.6838847888115,41.520606994628906,18,2
7.0855393409729,0.8345379829406738,0.5136916637420654,0.8345379829406738,129.21008849759437,113.14913679223332,101.3029508082053,1.4985918998718262,2195,2
83.76634979248047,0.6772165894508362,0.8664354085922241,0.6772165894508362,349.0247882784384,158.71908605843814,84.5760660816773,1.6644854545593262,1001,2
171.008544921875,1.2371550798416138,0.8834181427955627,1.2371550798416138,98.35281663455793,45.096631372145495,98.73037039218369,5.663739204406738,1532,2
173.8699951171875,1.8691837787628174,1.1036193370819092,1.8691837787628174,212.49183508834238,145.79706774522666,260.0425387265253,16.151464462280273,1767,2
67.26891326904297,0.7295649647712708,0.8756948709487915,0.7295649647712708,254.13906938155162,73.56786612195886,113.88325578269738,1.9524025917053223,418,2
1.84785795211792,1.0479331016540527,0.6688502430915833,1.0479331016540527,122.93574843347105,44.80640830921203,213.23951132683658,3.0766963958740234,636,2
23.05961799621582,0.7613039612770081,0.6192797422409058,0.7613039612770081,51.19055198104102,68.40180444343086,60.8461016976224,1.5034592151641846,640,2
174.87779235839844,0.8020297288894653,0.525777280330658,0.8020297288894653,327.8300106490551,54.313697435797216,123.30555864405365,1.4166786670684814,1160,2
143.8625946044922,1.5309460163116455,0.7572342753410339,1.5309460163116455,272.94403636655187,64.15608031556542,104.17614690611516,7.434275150299072,2141,2
110.2413101196289,0.5153847932815552,0.6586125493049622,0.5153847932815552,319.11526389469327,126.46176588269995,22.151521588187872,0.7327938079833984,526,2
56.57499313354492,0.8056783676147461,1.1827563047409058,0.8056783676147461,86.59250356008698,120.3021883774755,130.2271824099949,3.215935468673706,319,2
