alpha,a,b,c,phi1,PHI,phi2,volume,phaseID
34.402443,9.504418,8.5888405,9.504418,50.55602343994579,138.7511138854811,253.85536964846906,3249.932,1
144.50124,3.3412163,1.8681146,3.3412163,35.08402871270888,132.55712981644197,202.2540858729813,87.35773,1
2.172043,1.1942743,0.46469358,1.1942743,307.5425170668983,38.25168490047176,210.78323639761535,2.776281,1
101.869446,0.78273237,0.9385045,0.78273237,78.11336650355283,72.06068547465006,262.2711226461275,2.4085274,1
1.5053148,7.826983,2.969385,7.826983,163.96112373554018,24.186280289417326,311.73587270106367,761.9806,1
125.36688,2.3085263,2.3929634,2.3085263,212.15653072246468,101.92587993842729,345.04869027415754,53.41882,1
161.38658,3.0846033,1.9201312,3.0846033,100.48532347811371,122.62019609150819,48.03626058913416,76.52761,1
23.438698,0.95267504,0.41915077,0.95267504,183.43119468948294,73.92532918578294,228.5071134747337,1.5934868,1
0.8736953,10.18858,3.833284,10.18858,146.6514483547637,122.25261275872803,65.45269046785378,1666.813,1
3.1770868,9.451825,1.5396942,9.451825,196.28403867546882,45.027727650930046,274.2549503578971,576.17505,1
113.279816,4.601913,4.835459,4.601913,141.57236611864963,164.98019465056757,297.96166915119437,428.94656,1
46.037773,3.0540717,3.3750741,3.0540717,5.677611664187396,74.03395469428177,193.59754879845093,131.86526,1
30.11519,4.479902,2.7887037,4.479902,93.53172932290607,142.60867177008245,124.62519504446396,234.43799,1
139.32149,1.0305556,0.7909582,1.0305556,273.39492373745804,124.75702569872882,65.96708364842173,3.5187228,1
176.66579,1.1220431,0.60279113,1.1220431,77.69048538838055,128.45196333037,172.7467560843133,3.1788836,1
166.90633,6.3373213,4.375527,6.3373213,257.6626493648729,86.6538781795171,239.8739168418867,736.0892,1
4.906036,1.3098955,0.74586546,1.3098955,334.8538632575636,131.91400679467657,184.50489331938553,5.3607116,1
109.84849,0.41185603,1.1747173,0.41185603,119.49940096833586,149.96993762111765,268.1067873616697,0.8346662,1
178.01898,2.053344,0.88006437,2.053344,189.46940335903471,43.821453922970434,316.9119149935379,15.542702,1
0.13563374,7.4897394,2.6565661,7.4897394,239.9558897776686,58.36165733226738,8.840507235179865,624.2271,1
68.49254,1.0339489,2.1896918,1.0339489,32.2724720889788,106.71762419075009,317.64754126691474,9.8055,1
7.21558,1.0642467,0.8239951,1.0642467,294.2562366473129,97.86732150384623,133.6481035811273,3.9092896,1
0.7231541,11.521245,1.8632888,11.521245,224.6767141837488,99.14172311066481,39.91991204095721,1036.0187,1
8.822477,1.1238822,0.45653006,1.1238822,83.21819487366506,109.3779821374611,114.13586040474537,2.4154584,1
52.346085,1.0518516,1.2650884,1.0518516,335.328895714148,25.00991264174875,118.07737087510004,5.862981,1
135.45215,0.7997764,0.64215475,0.7997764,82.82364759965303,35.73848672903408,282.1833050584054,1.7205427,1
1.2817346,3.47515,2.2581728,3.47515,152.87616005727824,51.845236838189884,174.86931143072067,114.23335,1
99.29648,1.6703553,2.0357382,1.6703553,139.05337310592526,131.56494669184653,192.06750250369737,23.791853,1
178.67883,9.411977,1.9605151,9.411977,238.387982832086,26.912303945210205,209.84007951930056,727.4791,1
166.95187,1.001255,0.5077307,1.001255,220.35613401611116,125.80904762902233,67.18218674264969,2.1321192,1
155.12471,5.8559937,2.3690805,5.8559937,158.64030814384074,115.6645975274331,228.7179571290196,340.30603,1
35.431118,1.0989377,0.9189872,1.0989377,231.01610898590346,71.6257131921159,144.82065216147126,4.6488366,1
64.6599,2.4159625,4.555849,2.4159625,254.5752101914425,94.6348790898386,185.93971637452074,111.38798,1
14.41142,1.5514472,1.4042435,1.5514472,77.39096269508819,123.36922939753389,283.59987817345785,14.1581,1
178.5791,11.459755,3.9917722,11.459755,96.68476945942045,74.40007195959599,308.2205015895644,2195.8618,1
26.013304,1.631056,1.2143638,1.631056,255.8494298351233,101.07312648284908,99.10446759626711,13.532411,1
156.01895,1.4854032,0.62023413,1.4854032,340.9894821617929,93.30592775061348,327.3246170578591,5.7323537,1
163.46393,1.0620991,0.5049786,1.0620991,279.63536368473973,86.2637597369444,223.74523804816823,2.3861165,1
68.17455,3.2689054,5.5154986,3.2689054,116.20763527708385,32.873079028099085,64.84039025506014,246.87558,1
2.9281445,2.4840658,0.7886622,2.4840658,254.42344306711806,76.57280955647131,4.636097797552472,20.384771,1
176.98006,2.3650157,0.37322527,2.3650157,77.17397380607382,104.68141203066128,159.00322353165348,8.744354,1
21.461975,5.772411,5.297172,5.772411,186.89787002404358,71.93088887742762,315.7023163551732,739.34503,1
100.23468,0.5602203,0.6507506,0.5602203,253.88924938809143,69.65255702033753,247.48441409278027,0.85550165,1
0.7182942,2.3962727,1.4512892,2.3962727,305.9214365939931,146.11979284304255,103.53467552801438,34.907204,1
73.11188,0.97585744,1.7722476,0.97585744,333.224300769011,115.8712050217543,109.9701756065342,7.0694523,1
138.63533,3.968175,2.2257185,3.968175,66.38128013189657,86.31922057334391,262.13477855554066,146.80489,1
138.45369,2.1539783,1.5687459,2.1539783,305.5629198327038,67.35096563758141,253.88039811162116,30.487646,1
