alpha,a,b,c,phi1,PHI,phi2,volume,old_gid,phaseID
27.956192016601562,3.1022799015045166,2.463446855545044,3.1022799015045166,73.79174165188641,109.3109422305654,38.236699030205294,99.31017303466797,2347,2
9.440549850463867,0.8948280215263367,0.5717251896858215,0.8948280215263367,117.76279267720882,56.92462670850116,65.27205553085238,1.917587161064148,2209,2
4.144933700561523,0.700674831867218,0.5668154358863831,0.700674831867218,28.46430718690331,121.61424263117573,100.09406099536184,1.1656368970870972,1054,2
87.05443572998047,0.5374435186386108,0.863197922706604,0.5374435186386108,180.1483172871156,102.39302567800235,212.50321295169326,1.044394612312317,572,2
22.451278686523438,1.0701237916946411,0.8939746022224426,1.0701237916946411,219.66668433856952,102.20866592571153,155.6806803209409,4.288267612457275,720,2
82.4482650756836,0.5811339020729065,0.7346802353858948,0.5811339020729065,156.14486413673467,114.78232626076736,266.03304620476126,1.039296269416809,1246,2
103.29285430908203,0.5033564567565918,0.6583189964294434,0.5033564567565918,248.61327742314273,63.303250402393274,303.97549385765814,0.6986767649650574,884,2
174.361083984375,1.5950241088867188,1.0371949672698975,1.5950241088867188,187.67086407598248,35.08462706847448,319.04535573421543,11.053085327148438,1741,2
113.19695281982422,0.5087358355522156,0.6840776205062866,0.5087358355522156,228.48503733557834,94.509805487705,54.93298150239774,0.7416152358055115,2380,2
98.27027893066406,0.7194006443023682,0.840669572353363,0.7194006443023682,184.9229820212935,160.04690525246542,318.6778727921778,1.8224499225616455,1118,2
53.710384368896484,0.5893356204032898,0.8208206295967102,0.5893356204032898,101.47213873392913,39.77713273627896,14.049179905667074,1.1941593885421753,2281,2
43.76692581176758,1.022951364517212,0.51424640417099,1.022951364517212,141.8166875475546,104.56546182264478,62.68276818450647,2.2540829181671143,2441,2
167.9963836669922,1.375367283821106,1.0548532009124756,1.375367283821106,142.2790228958835,83.68587806144821,320.3611815746815,8.358301162719727,114,2
167.1161651611328,4.634819507598877,3.278977155685425,4.634819507598877,39.25671176571598,120.05784924785496,134.3102118094807,295.0480041503906,2045,2
1.904129981994629,0.7707578539848328,0.5536218881607056,0.7707578539848328,113.98730344816177,104.23256696846697,213.5662211924985,1.377646565437317,448,2
36.326114654541016,0.9933937191963196,0.7965040802955627,0.9933937191963196,303.731964400956,50.26739141245203,315.8155620272919,3.292452096939087,1109,2
175.29190063476562,2.2654967308044434,1.4407031536102295,2.2654967308044434,285.8723583634896,104.82180794139128,239.51848736906405,30.973480224609375,161,2
27.308879852294922,0.8849319219589233,0.7038967609405518,0.8849319219589233,190.03169130723091,89.97499997443096,344.68470107920876,2.308964729309082,820,2
148.76251220703125,1.018194317817688,0.6672396659851074,1.018194317817688,282.99828984731477,76.80412460474794,246.4546928910364,2.8975560665130615,502,2
28.582382202148438,0.7872337698936462,0.6266235709190369,0.7872337698936462,144.0817284971283,114.68767574140702,221.02192209596097,1.6266825199127197,1608,2
7.535549640655518,2.4115724563598633,1.3779305219650269,2.4115724563598633,60.32716424705795,101.81943647464598,19.63191736241825,33.56731033325195,2362,2
164.43235778808594,2.357936143875122,1.4481827020645142,2.357936143875122,116.76541104093047,36.353747944542064,115.92134918070141,33.726871490478516,1475,2
23.009349822998047,2.3856260776519775,0.6923400163650513,2.3856260776519775,74.23324969723119,118.71029406275524,160.43626675389734,16.50489616394043,92,2
2.9318063259124756,2.1958606243133545,1.616411566734314,2.1958606243133545,141.433700736221,126.80451013266368,52.17202963164625,32.64751434326172,391,2
0.6476853489875793,1.259045958518982,0.9684461951255798,1.259045958518982,330.6421845749846,141.69469248094177,315.39533795572356,6.430537700653076,792,2
28.61954689025879,0.6922233700752258,0.5447026491165161,0.6922233700752258,7.953063608228637,108.80312368566356,262.9465294959669,1.0933032035827637,1201,2
12.0023193359375,2.983034372329712,1.320073127746582,2.983034372329712,300.5334403020659,62.69341856747151,236.9713121147949,49.204307556152344,1201,2
157.64535522460938,4.565554618835449,1.0926131010055542,4.565554618835449,249.50199901645246,132.90599902207904,86.12559771611078,95.39862060546875,1399,2
0.4285246431827545,3.861344337463379,2.2598400115966797,3.861344337463379,255.8369704461641,80.96120880601548,24.954054673397557,141.1378173828125,1251,2
0.7102927565574646,1.9148880243301392,1.3362319469451904,1.9148880243301392,175.7224322959039,99.44513754665698,273.63752339288845,20.52377700805664,2012,2
69.17110443115234,1.2689247131347656,1.7488113641738892,1.2689247131347656,9.263774386549215,56.76304758988071,7.448136971600977,11.795145034790039,1175,2
66.60831451416016,0.6339169144630432,0.7352116703987122,0.6339169144630432,116.59888724265141,120.62150042206855,150.19785566090528,1.237558364868164,898,2
9.316021919250488,1.3961246013641357,1.0229791402816772,1.3961246013641357,60.504700873805106,32.10950461760436,118.3781748578018,8.352254867553711,2013,2
