alpha,a,b,c,phi1,PHI,phi2,volume,phaseID
34.402443,9.504418,8.5888405,9.504418,62.63589919703977,58.93490658255188,48.388884624366476,3249.932,1
144.50124,3.3412163,1.8681146,3.3412163,138.53411015364523,83.44427156168553,293.61883081879813,87.35773,1
2.172043,1.1942743,0.46469358,1.1942743,35.9747524780727,144.3106293012103,316.3933468511566,2.776281,1
101.869446,0.78273237,0.9385045,0.78273237,269.3427869386509,57.800614098154696,224.94621454053558,2.4085274,1
1.5053148,7.826983,2.969385,7.826983,128.9257067874479,24.738737687808854,243.77257465517076,761.9806,1
125.36688,2.3085263,2.3929634,2.3085263,117.94988596958257,21.18053306113768,289.4788371875905,53.41882,1
161.38658,3.0846033,1.9201312,3.0846033,66.01479830732922,132.42908550409078,232.41197908801482,76.52761,1
23.438698,0.95267504,0.41915077,0.95267504,85.09909614075393,152.35290978629226,290.282221161011,1.5934868,1
0.8736953,10.18858,3.833284,10.18858,125.12033407448526,59.75603196701096,77.66657883925562,1666.813,1
3.1770868,9.451825,1.5396942,9.451825,137.2636795523816,19.414997601924593,69.00610266908689,576.17505,1
113.279816,4.601913,4.835459,4.601913,75.38142146845122,49.32609160995267,93.98712716396706,428.94656,1
46.037773,3.0540717,3.3750741,3.0540717,98.55219247927936,41.46608740182592,268.9489439131088,131.86526,1
30.11519,4.479902,2.7887037,4.479902,311.9681582383364,140.2547944996583,295.69604653959306,234.43799,1
139.32149,1.0305556,0.7909582,1.0305556,273.0877371316079,133.1712370530936,25.8279673558973,3.5187228,1
176.66579,1.1220431,0.60279113,1.1220431,14.342546150227644,93.2752885267371,216.67358879165172,3.1788836,1
166.90633,6.3373213,4.375527,6.3373213,34.619912812008124,76.02729275233892,184.6592405390763,736.0892,1
4.906036,1.3098955,0.74586546,1.3098955,223.73257343433042,47.82599532685365,45.34376100836916,5.3607116,1
109.84849,0.41185603,1.1747173,0.41185603,316.734505165218,156.03998852238897,65.01944944108028,0.8346662,1
178.01898,2.053344,0.88006437,2.053344,37.66565591501696,64.50560294326061,38.38453904516029,15.542702,1
