alpha,a,b,c,phi1,PHI,phi2,volume,old_gid,phaseID
166.7332000732422,1.926584005355835,1.0565829277038574,1.926584005355835,13.375628966874972,132.67847726177493,224.9187506799032,16.427371978759766,1033,2
130.98695373535156,0.7825149297714233,1.5171936750411987,0.7825149297714233,136.80888732628938,93.60713523971602,237.32764106026062,3.8914811611175537,1158,2
1.7375829219818115,3.09906268119812,0.9121958613395691,3.09906268119812,134.4276166976984,81.29590635525916,151.89253176253848,36.69758224487305,869,2
175.54983520507812,2.240786075592041,1.5932519435882568,2.240786075592041,180.09902470948796,164.98960146119907,132.77549648828466,33.50995635986328,1818,2
106.81412506103516,0.5670055150985718,0.7238735556602478,0.5670055150985718,269.9592443979273,94.00286617390543,77.41790524075346,0.9748233556747437,2029,2
175.70469665527344,5.180011749267578,2.77382493019104,5.180011749267578,171.0998168723226,132.41780227027854,218.07174122998154,311.76629638671875,2304,2
5.379513263702393,1.2185770273208618,0.6292871236801147,1.2185770273208618,84.25260529310141,86.05284378172529,211.6617587190756,3.9142038822174072,1470,2
165.17111206054688,3.4292490482330322,2.3973352909088135,3.4292490482330322,313.25096286601627,117.40216811517374,209.03134916780675,118.09064483642578,1276,2
2.441128730773926,6.962386608123779,1.281988263130188,6.962386608123779,96.7633082957128,69.7079231542234,246.280626628916,260.3088684082031,490,2
1.6352524757385254,2.035851001739502,0.8208872675895691,2.035851001739502,336.65435354760734,147.7554162680749,206.60691188542157,14.251616477966309,1819,2
4.944555282592773,1.1211146116256714,0.7648962736129761,1.1211146116256714,261.49803912741436,133.3937855513608,50.51755825412828,4.027088642120361,1636,2
163.43392944335938,2.6828157901763916,1.6652567386627197,2.6828157901763916,6.327067681259207,29.53283390146067,320.367430175553,50.20552444458008,2063,2
2.1207642555236816,3.488354444503784,1.2698471546173096,3.488354444503784,178.42199911844716,42.51142346737658,212.50976470245902,64.72637176513672,565,2
159.0147247314453,0.9233700037002563,0.510053277015686,0.9233700037002563,291.67783850233184,59.283415991001576,262.8329600824504,1.8216111660003662,210,2
7.123878479003906,5.208197593688965,2.7699761390686035,5.208197593688965,178.33067693666746,108.16000410699797,158.89660314215735,314.73101806640625,1279,2
175.58004760742188,1.129315733909607,0.7228880524635315,1.129315733909607,132.60247775489395,81.77412098816825,358.48372601013335,3.8618056774139404,830,2
0.5299270153045654,1.5721921920776367,0.7270498871803284,1.5721921920776367,43.52370569641646,168.74439684188908,57.073498079708294,7.527730464935303,1818,2
9.38270092010498,2.2929983139038086,1.6302523612976074,2.2929983139038086,255.09559841007177,77.93062800517497,106.86792479156601,35.904666900634766,548,2
175.37399291992188,3.3309826850891113,1.6455808877944946,3.3309826850891113,127.59556183094011,68.21231843959002,89.11063813611771,76.4808349609375,2394,2
177.2903594970703,1.7234742641448975,0.8579872250556946,1.7234742641448975,155.18302796959094,115.84513279033382,333.0754893191591,10.675273895263672,1542,2
13.67383098602295,0.775752067565918,0.5941042900085449,0.775752067565918,246.77204624463948,54.256350214257104,247.33655944612826,1.4976047277450562,405,2
